No	Tweets	Label
1016	@USER sex games will make you feel like you're actully having sex or, as ign would describe it it really makes you feel like you're <b>fucking</b> some whore in an alleyway""	No
1017	@USER sex games will make you feel like you're actully having sex or, as ign would describe it it really makes you feel like you're fucking some <b>whore</b> in an alleyway""	No
1018	Just vote for god sake and move on. It be a non issue in 3 months. Do not allow libtards to veer you into the trap. Harden the <b>fuck</b> up and let’s go! Seriously #Kavanagh #scotus #maga	No
1019	@USER @USER Son please don’t make me cry today because I never saw this <b>shit</b>	No
1020	@USER I’m a sick <b>fuck</b> I like to quick fuck	No
1021	@USER I’m a sick fuck I like to quick <b>fuck</b>	No
1022	@USER @USER You have a <b>dick</b> damn didn’t know bhadbhabie was actually a bhadtranny	Yes
1023	@USER @USER You have a dick <b>damn</b> didn’t know bhadbhabie was actually a bhadtranny	No
1024	@USER Things are definitely <b>fucked</b> up when you need to state the obvious like this. Conservatives are needed just like liberals are needed. One without the other is faulty.	No
1025	@USER @USER First law — sensible <b>fucking</b> gun control!	No
1026	@USER @USER @USER I love it when the Liberals say the word debunked kind of like when Hillary said it and she said it with such anger and forosity you knew she meant it but it was all <b>bullshit</b>	Yes
1027	@USER LOOK UP #Kavanaugh STOP THIS <b>shit</b> #MAGA URL	Yes
1028	Ain’t getting no <b>pussy</b> huh? URL	No
1029	@USER you're on <b>fucking</b> drugs my dude	Yes
1030	@USER Love u <b>bitch</b>	No
1031	@USER <b>fuck</b> bfa im going back to rift	Yes
1032	@USER Unfirtunately i have seen hispanics justifying <b>shit</b> from trump. I argued with two family members of mine who believes trump did helped PR a lot. And i have a relative who he is a trump fan &amp; agreeds that the majority of immigrants that co	Yes
1033	@USER Shocking almost all liberals are crazy and insane since that Clinton witch lost they’ve become #unhinged #deranged and a bunch of <b>damn</b> #crybabies stop acting like children and grow up	Yes
1034	@USER @USER Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping <b>whore</b> as she did @USER then we aren't having a conversation. I'm just talking into the void."	Yes
1035	@USER @USER @USER Almost every one I talked to at work today said <b>fuck</b> canelo. He is the new mayweather	No
1036	@USER you are a dirty <b>cum</b> dumpster	Yes
1037	@USER @USER No one gives a <b>shit</b> and no one will miss her! Sorry @USER will! URL	Yes
1038	@USER @USER Be safe you <b>fucker</b>	Yes
1039	Actually nvm DC animated films are the <b>shit</b>	Yes
1040	@USER Holy <b>shit</b> this is sick :0	No
1041	@USER @USER I’ve been complaining about this <b>shit</b> all tournament long. They think people in USA care more about Roger Federer favorite food than they do watching Americans play. It’s such a turnoff that I turn the channel	No
1042	@USER this gave me <b>fucking</b> heart palpitations i'm shaking as i type this	No
1043	@USER Bull <b>shit</b> stop putting words in people’s mouths.	Yes
1044	@USER I still want him to <b>fuck</b> my pussy with a rake. URL	No
1045	@USER I still want him to fuck my <b>pussy</b> with a rake. URL	No
1046	@USER UNTIL ITS YOUR <b>ass</b> IN THE HOT SEAT #WalkAway #WWG1WGA #PizzaGate #QAnon #Hivites #MAGA #EagleOneToWanta @USER @USER .	No
1047	@USER Who the <b>fuck</b> are you?	Yes
1048	@USER @USER She is just spewing <b>shit</b> Bernie's robot what a lie they will say &amp; do anything and what she is going to do for district 14 not a da*n thing Socialism don't work that way they suck all up.	Yes
1049	@USER REST IN <b>pussy</b>	Yes
1050	@USER <b>fuck</b> the NFL	No
1051	@USER <b>bitch</b> I’m in the hood serving junkies in a Maybach !!!! 😂😂	No
1052	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Picked up some fire og today. It's really good but it's ugly as <b>fuck</b> I almost passed on it but he smoked a j with me and it's fu	Yes
1053	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Picked up some fire og today. It's really good but it's ugly as fuck I almost passed on it but he smoked a j with me and it's <b>fuckin	No
1054	@USER what the <b>fuck</b>	No
1055	@USER same i just want to win so i can finally have a good pc and <b>shit</b> post in full body in vrc	No
1056	@USER @USER <b>fuck</b> those terrorists in the ass	Yes
1057	@USER @USER fuck those terrorists in the <b>ass</b>	Yes
1058	@USER @USER @USER @USER <b>fuck</b> yeah!!!	No
1059	@USER @USER Then why the <b>fuck</b> did they elect him	No
1060	@USER this is <b>bullshit</b> Some crappy pop star in Philly instead of the Fresh Prince &amp; DJ Jazzy Jeff! All of America needs to take a knee over this	Yes
1061	@USER @USER @USER @USER Hes comin for ur woolly <b>bitches</b>	Yes
1062	@USER EAT MY <b>ass</b> OH MY GOD YOU BETTER BE LYING	Yes
1063	@USER @USER I have a better idea Mr Guterriz or whatever his name is should resign &amp; go THE <b>hell</b> back to wherever the hell his people came from for the sake of this country!!!!!!	Yes
1064	@USER @USER I have a better idea Mr Guterriz or whatever his name is should resign &amp; go THE hell back to wherever the <b>hell</b> his people came from for the sake of this country!!!!!!	Yes
1065	@USER What a freaking <b>ass</b>	No
1066	@USER I like that after dating for 8 months you finally understand it when I cringe at the word <b>cock</b> lol	No
1067	@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a <b>asshole</b> When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!	Yes
1068	&gt;Tfw She is a <b>lesbian</b>	No
1069	@USER @USER These are sick <b>ass</b> people URL	Yes
1070	@USER watch me catching a plane to hungary only to beat your <b>ass</b>	No
1071	@USER @USER Ciara has stopped me from doing so much dumb <b>ass</b> shit god bless that woman	No
1072	@USER @USER Ciara has stopped me from doing so much dumb ass <b>shit</b> god bless that woman	No
1073	@USER Good lord this woman is a <b>dipshit</b> !	Yes
1074	@USER Pants drooping below the <b>ass</b>	No
1075	@USER @USER @USER Ha ha yes <b>fuck</b> yes 😂😈❤️	No
1076	@USER @USER y’all <b>bitches</b> psycho	Yes
1077	@USER lol <b>fuck</b> you	Yes
1078	@USER Fat <b>ass</b> heart attack city..... keep eating fat ass	Yes
1079	@USER Fat ass heart attack city..... keep eating fat <b>ass</b>	Yes
1080	@USER I will beat your <b>ass</b>	No
1081	@USER @USER @USER And they did. PR is a <b>shit</b> hole run by corrupt Liberals. It was DESTROYED and it will take years and years and years to rebuild.	Yes
1082	@USER @USER $10 says he/she is white. Any other white people notice how many <b>shitty</b> white people there are or am I the only one who sees this?	Yes
1083	@USER The only deep disgrace and abuse of rights is your existence in relativity. Even the generation before mine knows who you are RAE. Low life opportunist. Government over people. Suck a liberal <b>dick</b> you alt left Nazi!	Yes
1084	@USER Total psyop at this point to anger liberals and keep them divided so they dont leave their sorry <b>ass</b> party.	Yes
1085	@USER @USER Word cause her music SLAPS THERE'S NO REASON SHE SHOULDN'T BE SELLING OUT BIG <b>ass</b> SHOWS (idk if she is or isn't but she DESERVES)	No
1086	@USER Russia had Ivan the Terrible. FSU has Willie the Terrible. He is to FSU what <b>bitch</b> Rod was to Michigan and Tango Charlie was to Texas. We pay this piece of shit $5 million to put up 10 points against our first two FBS opponents. Even Western	Yes
1087	@USER Russia had Ivan the Terrible. FSU has Willie the Terrible. He is to FSU what bitch Rod was to Michigan and Tango Charlie was to Texas. We pay this piece of <b>shit</b> $5 million to put up 10 points against our first two FBS opponents. Even Western	Yes
1088	@USER @USER @USER @USER The Republicans have no sign of having a plan for any of that. And <b>fuck</b> Trump", considering his failure, is a legitimate platform. It's better than the Republican sure-tragedy alternative."	Yes
1089	@USER For the hol tl to see😭. That’s tht Big <b>dick</b> energy 💯	No
1090	@USER @USER @USER What a piece of <b>shit</b>	Yes
1091	@USER Twitter is becoming tumblr 2013 and I am <b>fucking</b> terrified	No
1092	@USER It’s either they lookin for <b>shit</b> for somebody else or they creeps 😂	No
1093	@USER @USER Jesus she is the evilest of <b>cunt</b>	Yes
1094	@USER @USER @USER And your gun control has failed to reduce homicides. Your homicide rate has not dropped after all of those gun laws. It has however rose. Enjoy bending a knee to the people who don't really give a <b>shit</b> about you though.	No
1095	@USER @USER Well she's half right... she is <b>shit</b>	Yes
1096	@USER @USER Not now <b>hell</b> no he offered that last year no go now.	No
1097	@USER Every one is on these social media platforms arguing about who is racist and who isn't while the powers that be manipulate it to push their agendas and gain power. And <b>shit</b> I know exactly what ur saying im pretty liberal guy and i can't stand	No
1098	@USER But still, i'm not even really trying to <b>shit</b> on Em. I just wanna know why everyone is saying he murdered" MGK when the song was terrible. That's all. I absolutely get preferring Em, he is, and is gonna go down as the more successful artist.	No
1099	@USER @USER That’s <b>fucking</b> rude to do that	No
1100	@USER His eyes are <b>fucking</b> louder than his words!!!! 😍😍💜💜	No
1101	1// Yal stupid people tell me to “back off cause he is like obsessed” <b>bitch</b> who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t gay	No
1102	1// Yal stupid people tell me to “back off cause he is like obsessed” bitch who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t <b>gay</b>	No
1103	@USER Zarries didn’t start this conversation! It was a larry shipper that trash talked our ship!! So how about y’all petty <b>ass</b> larries stay out of our mention eh?!!	No
1104	@USER Any amount you <b>shit</b> fuck	Yes
1105	@USER Any amount you shit <b>fuck</b>	Yes
1106	@USER real <b>shit</b> URL	No
1107	@USER 3/ you can not like Justin all you want but the conservatives have no plan to even consider climate change and have been using BLATANT misinformation to lead people like yourself into believing that it’s Trudeau’s fault we’re negotiating with a <b>f	Yes
1108	@USER @USER @USER @USER @USER @USER @USER Or a <b>piss</b> up in a brewery !! Hat	No
1109	@USER I don’t care if she is right or left go back to tv <b>bitch</b> one tv star in office is more than good #hollywoodisscum	Yes
1110	@USER She is also ugly as <b>hell</b> and not something anybody wants to look at. LOL :)	No
1111	@USER Bruh there were a few times i dropped it and kicked it back up wit my feet and caught it. Now if that aint some G <b>ass</b> shit😂😂	No
1112	@USER @USER Even the parody antifa page couldn't deal with this <b>shit</b>	No
1113	@USER @USER Who the <b>hell</b> do you think you are little Eddie	Yes
1114	@USER @USER U a <b>dickhead</b> for that😂	No
1115	@USER @USER Funny because he is a <b>dildo</b>	Yes
